shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
4125,1.0,0.0,2002-03,1.0,IND,0,0,shot - 3,20200691,35.0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4126,1.0,0.0,2002-03,0.0,IND,0,shot - 50,0,20200691,45.0,103.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4127,1.0,0.0,2002-03,1.0,IND,0,shot - 56,0,20200691,20.0,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4128,1.0,0.0,2002-03,1.0,IND,0,shot - 11,0,20200691,38.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4129,1.0,0.0,2002-03,5.0,IND,0,0,shot - 3,20200691,41.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4130,1.0,0.0,2002-03,5.0,IND,0,0,shot - 4,20200691,23.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4131,1.0,0.0,2002-03,5.0,IND,0,shot - 29,0,20200691,41.0,24.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4132,1.0,0.0,2002-03,5.0,IND,0,shot - 38,0,20200691,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4133,1.0,0.0,2002-03,0.0,IND,0,shot - 19,0,20200691,44.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4134,1.0,0.0,2002-03,5.0,IND,0,0,shot - 4,20200691,22.0,60.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4135,2.0,0.0,2002-03,5.0,IND,0,shot - 36,0,20200691,45.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4136,2.0,0.0,2002-03,5.0,IND,0,shot - 15,0,20200691,34.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4137,2.0,0.0,2002-03,5.0,IND,0,0,shot - 1,20200691,63.7,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4138,2.0,0.0,2002-03,5.0,IND,0,0,shot - 3,20200691,26.2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4139,3.0,1.0,2002-03,0.0,IND,0,shot - 33,0,20200691,34.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4140,3.0,0.0,2002-03,0.0,IND,0,shot - 18,0,20200691,32.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4141,3.0,0.0,2002-03,0.0,IND,0,0,shot - 4,20200691,23.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4142,3.0,0.0,2002-03,0.0,IND,0,0,shot - 3,20200691,39.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4143,3.0,0.0,2002-03,5.0,IND,0,shot - 29,0,20200691,24.2,17.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4144,3.0,0.0,2002-03,0.0,IND,0,0,shot - 4,20200691,21.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4145,3.0,0.0,2002-03,5.0,IND,0,0,shot - 4,20200691,21.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4146,3.0,0.0,2002-03,1.0,IND,0,0,shot - 4,20200691,31.7,25.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4147,4.0,0.0,2002-03,0.0,IND,0,shot - 34,0,20200691,64.2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4148,4.0,0.0,2002-03,5.0,IND,0,0,shot - 3,20200691,33.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4149,4.0,0.0,2002-03,0.0,IND,0,0,shot - 3,20200691,43.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4150,4.0,0.0,2002-03,1.0,IND,0,0,shot - 3,20200691,40.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4151,4.0,0.0,2002-03,0.0,IND,0,shot - 39,0,20200691,22.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4152,4.0,0.0,2002-03,0.0,IND,0,shot - 49,0,20200691,44.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4153,4.0,0.0,2002-03,0.0,IND,0,0,shot - 3,20200691,39.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4154,1.0,0.0,2002-03,0.0,NYK,0,shot - 16,0,20200705,42.0,112.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4155,1.0,0.0,2002-03,1.0,NYK,0,shot - 36,0,20200705,42.7,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4156,1.0,0.0,2002-03,5.0,NYK,0,0,shot - 3,20200705,38.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4157,2.0,0.0,2002-03,1.0,NYK,0,0,shot - 1,20200705,20.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4158,2.0,0.0,2002-03,0.0,NYK,0,shot - 47,0,20200705,35.2,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4159,2.0,0.0,2002-03,1.0,NYK,0,0,shot - 3,20200705,34.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4160,2.0,1.0,2002-03,0.0,NYK,0,0,shot - 3,20200705,40.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4161,2.0,0.0,2002-03,1.0,NYK,0,shot - 44,0,20200705,24.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4162,2.0,0.0,2002-03,1.0,NYK,0,0,shot - 1,20200705,27.7,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4163,2.0,0.0,2002-03,5.0,NYK,0,shot - 31,0,20200705,45.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4164,3.0,0.0,2002-03,0.0,NYK,0,0,shot - 3,20200705,40.0,92.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4165,3.0,0.0,2002-03,0.0,NYK,0,shot - 39,0,20200705,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4166,3.0,0.0,2002-03,5.0,NYK,0,shot - 43,0,20200705,41.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4167,3.0,0.0,2002-03,1.0,NYK,0,shot - 18,0,20200705,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4168,3.0,0.0,2002-03,1.0,NYK,0,shot - 42,0,20200705,35.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4169,3.0,0.0,2002-03,5.0,NYK,0,0,shot - 4,20200705,20.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4170,3.0,0.0,2002-03,5.0,NYK,0,shot - 5,0,20200705,44.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4171,3.0,0.0,2002-03,1.0,NYK,0,0,shot - 3,20200705,37.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4172,3.0,0.0,2002-03,1.0,NYK,0,0,shot - 3,20200705,35.7,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4173,3.0,0.0,2002-03,1.0,NYK,0,shot - 44,0,20200705,29.0,61.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4174,3.0,0.0,2002-03,5.0,NYK,0,shot - 39,0,20200705,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4175,3.0,0.0,2002-03,1.0,NYK,0,0,shot - 3,20200705,46.0,51.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4176,3.0,0.0,2002-03,1.0,NYK,0,shot - 38,0,20200705,35.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4177,4.0,0.0,2002-03,0.0,NYK,0,0,shot - 3,20200705,39.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4178,4.0,0.0,2002-03,0.0,NYK,0,shot - 54,0,20200705,39.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4179,4.0,0.0,2002-03,1.0,NYK,0,0,shot - 3,20200705,40.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4180,4.0,0.0,2002-03,5.0,NYK,0,shot - 0,0,20200705,64.2,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4181,1.0,0.0,2002-03,1.0,DEN,1,shot - 15,0,20200719,23.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4182,1.0,0.0,2002-03,0.0,DEN,1,shot - 56,0,20200719,36.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4183,1.0,0.0,2002-03,0.0,DEN,1,0,shot - 3,20200719,45.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4184,1.0,0.0,2002-03,0.0,DEN,1,shot - 39,0,20200719,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4185,1.0,0.0,2002-03,0.0,DEN,1,shot - 15,0,20200719,33.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4186,1.0,0.0,2002-03,1.0,DEN,1,0,shot - 3,20200719,55.2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4187,2.0,0.0,2002-03,1.0,DEN,1,shot - 1,0,20200719,20.0,98.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4188,2.0,0.0,2002-03,0.0,DEN,1,shot - 30,0,20200719,32.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4189,2.0,0.0,2002-03,1.0,DEN,1,shot - 42,0,20200719,37.0,56.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4190,2.0,0.0,2002-03,5.0,DEN,1,0,shot - 3,20200719,48.2,20.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4191,2.0,0.0,2002-03,1.0,DEN,1,shot - 39,0,20200719,72.2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4192,2.0,0.0,2002-03,0.0,DEN,1,0,shot - 3,20200719,40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4193,3.0,0.0,2002-03,1.0,DEN,1,shot - 12,0,20200719,20.0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4194,3.0,0.0,2002-03,0.0,DEN,1,shot - 9,0,20200719,45.0,93.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4195,3.0,0.0,2002-03,5.0,DEN,1,shot - 38,0,20200719,47.7,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4196,3.0,0.0,2002-03,1.0,DEN,1,shot - 24,0,20200719,20.0,45.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4197,3.0,0.0,2002-03,1.0,DEN,1,0,shot - 3,20200719,35.0,116.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4198,3.0,0.0,2002-03,0.0,DEN,1,0,shot - 3,20200719,40.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4199,3.0,0.0,2002-03,5.0,DEN,1,0,shot - 1,20200719,20.0,45.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4200,3.0,0.0,2002-03,1.0,DEN,1,shot - 50,0,20200719,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4201,1.0,0.0,2002-03,5.0,DEN,0,0,shot - 3,20200727,44.7,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4202,1.0,0.0,2002-03,1.0,DEN,0,shot - 29,0,20200727,39.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4203,1.0,0.0,2002-03,5.0,DEN,0,shot - 52,0,20200727,45.0,93.64,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4204,1.0,0.0,2002-03,1.0,DEN,0,0,shot - 3,20200727,35.0,117.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4205,1.0,0.0,2002-03,0.0,DEN,0,shot - 15,0,20200727,42.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4206,1.0,0.0,2002-03,0.0,DEN,0,0,shot - 3,20200727,41.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4207,1.0,0.0,2002-03,0.0,DEN,0,shot - 6,0,20200727,27.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4208,1.0,0.0,2002-03,1.0,DEN,0,shot - 5,0,20200727,37.0,66.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4209,1.0,0.0,2002-03,0.0,DEN,0,shot - 53,0,20200727,36.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4210,1.0,0.0,2002-03,5.0,DEN,0,shot - 45,0,20200727,72.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4211,2.0,0.0,2002-03,5.0,DEN,0,shot - 48,0,20200727,35.0,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4212,2.0,0.0,2002-03,1.0,DEN,0,0,shot - 3,20200727,35.2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4213,2.0,0.0,2002-03,5.0,DEN,0,0,shot - 1,20200727,20.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4214,2.0,0.0,2002-03,1.0,DEN,0,0,shot - 3,20200727,35.7,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4215,2.0,0.0,2002-03,1.0,DEN,0,shot - 15,0,20200727,36.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4216,2.0,0.0,2002-03,1.0,DEN,0,0,shot - 3,20200727,37.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4217,2.0,0.0,2002-03,0.0,DEN,0,shot - 23,0,20200727,45.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4218,3.0,0.0,2002-03,1.0,DEN,0,shot - 4,0,20200727,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4219,3.0,0.0,2002-03,1.0,DEN,0,0,shot - 3,20200727,42.0,53.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4220,3.0,0.0,2002-03,0.0,DEN,0,shot - 38,0,20200727,28.2,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4221,3.0,0.0,2002-03,0.0,DEN,0,0,shot - 3,20200727,40.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4222,3.0,0.0,2002-03,0.0,DEN,0,shot - 27,0,20200727,37.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4223,3.0,0.0,2002-03,1.0,DEN,0,shot - 38,0,20200727,38.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4224,3.0,0.0,2002-03,0.0,DEN,0,shot - 3,0,20200727,47.7,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4225,3.0,0.0,2002-03,5.0,DEN,0,0,shot - 3,20200727,45.0,39.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4226,3.0,0.0,2002-03,1.0,DEN,0,0,shot - 1,20200727,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4227,3.0,0.0,2002-03,0.0,DEN,0,shot - 2,0,20200727,43.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4228,3.0,0.0,2002-03,0.0,DEN,0,shot - 36,0,20200727,42.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4229,1.0,0.0,2002-03,0.0,SAS,1,shot - 15,0,20200743,39.0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4230,1.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,28.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4231,1.0,0.0,2002-03,0.0,SAS,1,shot - 42,0,20200743,26.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4232,1.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,52.2,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4233,1.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,43.7,45.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4234,1.0,0.0,2002-03,0.0,SAS,1,0,shot - 3,20200743,39.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4235,1.0,0.0,2002-03,5.0,SAS,1,shot - 55,0,20200743,64.7,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4236,1.0,0.0,2002-03,5.0,SAS,1,shot - 6,0,20200743,39.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4237,1.0,0.0,2002-03,0.0,SAS,1,shot - 54,0,20200743,40.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4238,1.0,0.0,2002-03,0.0,SAS,1,0,shot - 5,20200743,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4239,2.0,0.0,2002-03,0.0,SAS,1,shot - 12,0,20200743,38.0,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4240,2.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,30.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4241,2.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,39.0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4242,2.0,0.0,2002-03,5.0,SAS,1,0,shot - 3,20200743,38.0,58.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4243,2.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,41.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4244,2.0,0.0,2002-03,5.0,SAS,1,0,shot - 3,20200743,27.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4245,2.0,0.0,2002-03,5.0,SAS,1,shot - 18,0,20200743,38.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4246,2.0,0.0,2002-03,1.0,SAS,1,0,shot - 4,20200743,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4247,2.0,0.0,2002-03,0.0,SAS,1,shot - 36,0,20200743,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4248,3.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4249,3.0,0.0,2002-03,0.0,SAS,1,0,shot - 3,20200743,59.2,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4250,3.0,0.0,2002-03,5.0,SAS,1,shot - 36,0,20200743,56.7,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4251,3.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,33.0,86.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4252,3.0,0.0,2002-03,5.0,SAS,1,0,shot - 3,20200743,68.2,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4253,3.0,0.0,2002-03,1.0,SAS,1,shot - 2,0,20200743,36.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4254,3.0,0.0,2002-03,5.0,SAS,1,shot - 39,0,20200743,20.0,98.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4255,3.0,0.0,2002-03,0.0,SAS,1,0,shot - 3,20200743,66.7,91.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4256,3.0,0.0,2002-03,0.0,SAS,1,shot - 36,0,20200743,50.7,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4257,3.0,0.0,2002-03,0.0,SAS,1,shot - 46,0,20200743,30.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4258,4.0,0.0,2002-03,0.0,SAS,1,0,shot - 4,20200743,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4259,4.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,25.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4260,4.0,0.0,2002-03,0.0,SAS,1,0,shot - 1,20200743,29.7,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4261,4.0,0.0,2002-03,0.0,SAS,1,0,shot - 4,20200743,20.0,33.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4262,4.0,0.0,2002-03,1.0,SAS,1,shot - 39,0,20200743,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4263,4.0,0.0,2002-03,5.0,SAS,1,0,shot - 4,20200743,20.0,15.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4264,4.0,0.0,2002-03,5.0,SAS,1,shot - 39,0,20200743,52.2,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4265,4.0,0.0,2002-03,0.0,SAS,1,shot - 52,0,20200743,28.0,41.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4266,4.0,0.0,2002-03,0.0,SAS,1,0,shot - 4,20200743,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4267,4.0,0.0,2002-03,1.0,SAS,1,shot - 13,0,20200743,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4268,4.0,0.0,2002-03,5.0,SAS,1,0,shot - 3,20200743,45.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4269,4.0,0.0,2002-03,1.0,SAS,1,0,shot - 3,20200743,39.7,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4270,1.0,0.0,2002-03,5.0,NYK,1,shot - 32,0,20200757,38.0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4271,1.0,0.0,2002-03,1.0,NYK,1,0,shot - 4,20200757,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4272,1.0,0.0,2002-03,0.0,NYK,1,shot - 53,0,20200757,32.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4273,1.0,0.0,2002-03,1.0,NYK,1,0,shot - 4,20200757,20.0,106.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4274,3.0,0.0,2002-03,5.0,NYK,1,shot - 44,0,20200757,40.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4275,1.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,41.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4276,1.0,0.0,2002-03,0.0,NYK,1,0,shot - 4,20200757,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4277,2.0,0.0,2002-03,0.0,NYK,1,shot - 49,0,20200757,37.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4278,2.0,0.0,2002-03,1.0,NYK,1,0,shot - 3,20200757,31.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4279,2.0,0.0,2002-03,1.0,NYK,1,0,shot - 3,20200757,31.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4280,2.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,40.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4281,2.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,47.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4282,2.0,0.0,2002-03,5.0,NYK,1,shot - 4,0,20200757,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4283,2.0,0.0,2002-03,5.0,NYK,1,shot - 30,0,20200757,68.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4284,2.0,0.0,2002-03,1.0,NYK,1,shot - 44,0,20200757,31.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4285,3.0,0.0,2002-03,1.0,NYK,1,shot - 15,0,20200757,33.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4286,3.0,0.0,2002-03,0.0,NYK,1,shot - 21,0,20200757,34.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4287,3.0,0.0,2002-03,1.0,NYK,1,0,shot - 1,20200757,31.7,36.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4288,3.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,13.4,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4289,3.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,36.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4290,3.0,0.0,2002-03,1.0,NYK,1,shot - 15,0,20200757,40.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4291,3.0,0.0,2002-03,5.0,NYK,1,0,shot - 3,20200757,41.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4292,4.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,40.0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4293,4.0,0.0,2002-03,1.0,NYK,1,shot - 30,0,20200757,33.0,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4294,4.0,0.0,2002-03,0.0,NYK,1,shot - 32,0,20200757,35.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4295,4.0,0.0,2002-03,0.0,NYK,1,shot - 55,0,20200757,38.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4296,4.0,0.0,2002-03,0.0,NYK,1,shot - 23,0,20200757,37.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4297,4.0,0.0,2002-03,1.0,NYK,1,0,shot - 3,20200757,42.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4298,4.0,0.0,2002-03,1.0,NYK,1,shot - 3,0,20200757,76.7,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4299,4.0,0.0,2002-03,1.0,NYK,1,shot - 1,0,20200757,61.7,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4300,4.0,0.0,2002-03,0.0,NYK,1,0,shot - 3,20200757,44.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4301,1.0,0.0,2002-03,1.0,HOU,1,shot - 15,0,20200769,33.0,84.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4302,1.0,0.0,2002-03,1.0,HOU,1,0,shot - 3,20200769,37.0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4303,1.0,0.0,2002-03,1.0,HOU,1,shot - 38,0,20200769,37.0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4304,1.0,0.0,2002-03,5.0,HOU,1,0,shot - 3,20200769,39.0,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
